PMID,Title,Authors,Citation,First Author,Journal/Book Abbreviation from PubMed,Publication Year,Create Date,PMCID,NIHMS ID,DOI,,Authors,Author full names,Author(s) ID,Title,Year,Journal/Book  title from Scopus,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link to Scopus Record for article,ISSN,ISBN,CODEN,PubMed ID,Document Type,Publication Stage,Open Access,Source,EID,,Journal Title from Catalog,ISSN,eISSN,StartDate in Catalog,EndDate in Catalog,Type,Resource,Publisher,Link to Publisher Info on TDM,Subscription Time Range Note
30602726,Chromatin regulatory mechanisms and therapeutic opportunities in cancer,"Valencia AM, Kadoch C.",Nat Cell Biol. 2019 Feb;21(2):152-161. doi: 10.1038/s41556-018-0258-1. Epub 2019 Jan 2.,Valencia AM,Nat Cell Biol,2019,1/4/19,PMC6755910,NIHMS1046838,10.1038/s41556-018-0258-1,,Valencia A.M.; Kadoch C.,"Valencia, Alfredo M. (57196262579); Kadoch, Cigall (12039408300)",57196262579; 12039408300,Chromatin regulatory mechanisms and therapeutic opportunities in cancer,2019,Nature Cell Biology,21,2,,152,161,9,100,10.1038/s41556-018-0258-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059509299&doi=10.1038%2fs41556-018-0258-1&partnerID=40&md5=2e7432af8fbe932bf40659932eb46a02,14657392,,NCBIF,30602726,Review,Final,All Open Access; Green Open Access,Scopus,2-s2.0-85059509299,,Nature cell biology,1465-7392,1476-4679,5/1/99,(blank),Journal,Nature Journals Online,SpringerNature,https://dev.springernature.com/,
31160708,DNA replication acts as an error correction mechanism to maintain centromere identity by restricting CENP-A to centromeres,"Nechemia-Arbely Y, Miga KH, Shoshani O, Aslanian A, McMahon MA, Lee AY, Fachinetti D, Yates JR 3rd, Ren B, Cleveland DW.",Nat Cell Biol. 2019 Jun;21(6):743-754. doi: 10.1038/s41556-019-0331-4. Epub 2019 Jun 3.,Nechemia-Arbely Y,Nat Cell Biol,2019,6/5/19,PMC7015266,NIHMS1068428,10.1038/s41556-019-0331-4,,"Nechemia-Arbely Y.; Miga K.H.; Shoshani O.; Aslanian A.; McMahon M.A.; Lee A.Y.; Fachinetti D.; Yates J.R., III; Ren B.; Cleveland D.W.","Nechemia-Arbely, Yael (24479254800); Miga, Karen H. (56117183600); Shoshani, Ofer (36731479200); Aslanian, Aaron (8752792800); McMahon, Moira A. (56612856300); Lee, Ah Young (57161579000); Fachinetti, Daniele (6508072118); Yates, John R. (57202068397); Ren, Bing (57204528771); Cleveland, Don W. (35445284300)",24479254800; 56117183600; 36731479200; 8752792800; 56612856300; 57161579000; 6508072118; 57202068397; 57204528771; 35445284300,DNA replication acts as an error correction mechanism to maintain centromere identity by restricting CENP-A to centromeres,2019,Nature Cell Biology,21,6,,743,754,11,46,10.1038/s41556-019-0331-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066934257&doi=10.1038%2fs41556-019-0331-4&partnerID=40&md5=ec45ae9becfd09117aed7b65720e95d0,14657392,,NCBIF,31160708,Article,Final,All Open Access; Green Open Access,Scopus,2-s2.0-85066934257,,Nature cell biology,1465-7392,1476-4679,5/1/99,(blank),Journal,Nature Journals Online,SpringerNature,https://dev.springernature.com/,
31481798,The inner centromere is a biomolecular condensate scaffolded by the chromosomal passenger complex,"Trivedi P, Palomba F, Niedzialkowska E, Digman MA, Gratton E, Stukenberg PT.",Nat Cell Biol. 2019 Sep;21(9):1127-1137. doi: 10.1038/s41556-019-0376-4. Epub 2019 Sep 3.,Trivedi P,Nat Cell Biol,2019,9/5/19,PMC7341897,NIHMS1604841,10.1038/s41556-019-0376-4,,Trivedi P.; Palomba F.; Niedzialkowska E.; Digman M.A.; Gratton E.; Stukenberg P.T.,"Trivedi, Prasad (57072797400); Palomba, Francesco (57189639208); Niedzialkowska, Ewa (35763864800); Digman, Michelle A. (6507138625); Gratton, Enrico (26642991900); Stukenberg, P. Todd (7004415885)",57072797400; 57189639208; 35763864800; 6507138625; 26642991900; 7004415885,The inner centromere is a biomolecular condensate scaffolded by the chromosomal passenger complex,2019,Nature Cell Biology,21,9,,1127,1137,10,46,10.1038/s41556-019-0376-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071764383&doi=10.1038%2fs41556-019-0376-4&partnerID=40&md5=08cf80b51ff0ba5e918f0504e5e0dc27,14657392,,NCBIF,31481798,Article,Final,All Open Access; Green Open Access,Scopus,2-s2.0-85071764383,,Nature cell biology,1465-7392,1476-4679,5/1/99,(blank),Journal,Nature Journals Online,SpringerNature,https://dev.springernature.com/,
31932812,The phosphatase PAC1 acts as a T cell suppressor and attenuates host antitumor immunity,"Dan Lu, Liu L, Sun Y, Song J, Yin Q, Zhang G, Qi F, Hu Z, Yang Z, Zhou Z, Hu Y, Zhang L, Ji J, Zhao X, Jin Y, McNutt MA, Yin Y.",Nat Immunol. 2020 Mar;21(3):287-297. doi: 10.1038/s41590-019-0577-9. Epub 2020 Jan 13.,Dan Lu,Nat Immunol,2020,1/15/20,,,10.1038/s41590-019-0577-9,,Dan Lu; Liu L.; Sun Y.; Song J.; Yin Q.; Zhang G.; Qi F.; Hu Z.; Yang Z.; Zhou Z.; Hu Y.; Zhang L.; Ji J.; Zhao X.; Jin Y.; McNutt M.A.; Yin Y.,"Dan Lu (57213598263); Liu, Liang (56911763900); Sun, Yizhe (57234347900); Song, Jia (57203278079); Yin, Qi (57193720580); Zhang, Guangze (57213604310); Qi, Fang (57203287295); Hu, Zixi (57213593204); Yang, Zeliang (57213606270); Zhou, Zhe (57210906098); Hu, Ying (56179873400); Zhang, Lianhai (35195017800); Ji, Jiafu (7201362473); Zhao, Xuyang (55579615800); Jin, Yan (57194700257); McNutt, Michael A. (15127554600); Yin, Yuxin (56035522900)",57213598263; 56911763900; 57234347900; 57203278079; 57193720580; 57213604310; 57203287295; 57213593204; 57213606270; 57210906098; 56179873400; 35195017800; 7201362473; 55579615800; 57194700257; 15127554600; 56035522900,The phosphatase PAC1 acts as a T cell suppressor and attenuates host antitumor immunity,2020,Nature Immunology,21,3,,287,297,10,38,10.1038/s41590-019-0577-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077856824&doi=10.1038%2fs41590-019-0577-9&partnerID=40&md5=fb2b5168672c193230c9389ff64e473f,15292908,,NIAMC,31932812,Article,Final,,Scopus,2-s2.0-85077856824,,Nature immunology,1529-2908,1529-2916,7/1/00,(blank),Journal,Nature Journals Online,SpringerNature,https://dev.springernature.com/,
32020082,The ageing epigenome and its rejuvenation,"Zhang W, Qu J, Liu GH, Belmonte JCI.",Nat Rev Mol Cell Biol. 2020 Mar;21(3):137-150. doi: 10.1038/s41580-019-0204-5. Epub 2020 Feb 4.,Zhang W,Nat Rev Mol Cell Biol,2020,2/6/20,,,10.1038/s41580-019-0204-5,,Zhang W.; Qu J.; Liu G.-H.; Belmonte J.C.I.,"Zhang, Weiqi (55014878000); Qu, Jing (56673422200); Liu, Guang-Hui (14023017300); Belmonte, Juan Carlos Izpisua (57219833031)",55014878000; 56673422200; 14023017300; 57219833031,The ageing epigenome and its rejuvenation,2020,Nature Reviews Molecular Cell Biology,21,3,,137,150,13,172,10.1038/s41580-019-0204-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079143627&doi=10.1038%2fs41580-019-0204-5&partnerID=40&md5=f29ea03b84dfebf247531f21867cef0a,14710072,,NRMCB,32020082,Review,Final,,Scopus,2-s2.0-85079143627,,Nature reviews. Molecular cell biology,1471-0072,1471-0080,10/1/00,(blank),Journal,Nature Journals Online,SpringerNature,https://dev.springernature.com/,
32665685,The roles of histone variants in fine-tuning chromatin organization and function,"Martire S, Banaszynski LA.",Nat Rev Mol Cell Biol. 2020 Sep;21(9):522-541. doi: 10.1038/s41580-020-0262-8. Epub 2020 Jul 14.,Martire S,Nat Rev Mol Cell Biol,2020,7/16/20,PMC8245300,NIHMS1713827,10.1038/s41580-020-0262-8,,Martire S.; Banaszynski L.A.,"Martire, Sara (56543386000); Banaszynski, Laura A. (8289475700)",56543386000; 8289475700,The roles of histone variants in fine-tuning chromatin organization and function,2020,Nature Reviews Molecular Cell Biology,21,9,,522,541,19,127,10.1038/s41580-020-0262-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087889755&doi=10.1038%2fs41580-020-0262-8&partnerID=40&md5=53288b4f252dfea89de08b4123898124,14710072,,NRMCB,32665685,Review,Final,All Open Access; Green Open Access,Scopus,2-s2.0-85087889755,,Nature reviews. Molecular cell biology,1471-0072,1471-0080,10/1/00,(blank),Journal,Nature Journals Online,SpringerNature,https://dev.springernature.com/,
35927431,Transient nuclear deformation primes epigenetic state and promotes cell reprogramming,"Song Y, Soto J, Chen B, Hoffman T, Zhao W, Zhu N, Peng Q, Liu L, Ly C, Wong PK, Wang Y, Rowat AC, Kurdistani SK, Li S.",Nat Mater. 2022 Oct;21(10):1191-1199. doi: 10.1038/s41563-022-01312-3. Epub 2022 Aug 4.,Song Y,Nat Mater,2022,8/4/22,PMC9529815,NIHMS1828647,10.1038/s41563-022-01312-3,,Song Y.; Soto J.; Chen B.; Hoffman T.; Zhao W.; Zhu N.; Peng Q.; Liu L.; Ly C.; Wong P.K.; Wang Y.; Rowat A.C.; Kurdistani S.K.; Li S.,"Song, Yang (56541998200); Soto, Jennifer (55882478400); Chen, Binru (57213678006); Hoffman, Tyler (57208801345); Zhao, Weikang (57188854039); Zhu, Ninghao (57205770133); Peng, Qin (57224925616); Liu, Longwei (57188634527); Ly, Chau (57205431424); Wong, Pak Kin (7403980163); Wang, Yingxiao (8354227700); Rowat, Amy C. (6602813887); Kurdistani, Siavash K. (6603503608); Li, Song (57284193800)",56541998200; 55882478400; 57213678006; 57208801345; 57188854039; 57205770133; 57224925616; 57188634527; 57205431424; 7403980163; 8354227700; 6602813887; 6603503608; 57284193800,Transient nuclear deformation primes epigenetic state and promotes cell reprogramming,2022,Nature Materials,21,10,,1191,1199,8,6,10.1038/s41563-022-01312-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135582355&doi=10.1038%2fs41563-022-01312-3&partnerID=40&md5=80d3793f8fedb2e3cb9d7c5faa06377e,14761122,,NMAAC,,Article,Final,All Open Access; Green Open Access,Scopus,2-s2.0-85135582355,,Nature materials,1476-1122,1476-4660,9/1/02,(blank),Journal,Nature Journals Online,SpringerNature,https://dev.springernature.com/,
18354397,Chromatin dynamics during epigenetic reprogramming in the mouse germ line,"Hajkova P, Ancelin K, Waldmann T, Lacoste N, Lange UC, Cesari F, Lee C, Almouzni G, Schneider R, Surani MA.",Nature. 2008 Apr 17;452(7189):877-81. doi: 10.1038/nature06714. Epub 2008 Mar 19.,Hajkova P,Nature,2008,3/21/08,PMC3847605,EMS55718,10.1038/nature06714,,Hajkova P.; Ancelin K.; Waldmann T.; Lacoste N.; Lange U.C.; Cesari F.; Lee C.; Almouzni G.; Schneider R.; Surani M.A.,"Hajkova, Petra (6701653585); Ancelin, Katia (6506978695); Waldmann, Tanja (7102676761); Lacoste, Nicolas (6506683190); Lange, Ulrike C. (7005876406); Cesari, Francesca (57190568732); Lee, Caroline (21834149500); Almouzni, Genevieve (7005207257); Schneider, Robert (37102560500); Surani, M. Azim (55665446900)",6701653585; 6506978695; 7102676761; 6506683190; 7005876406; 57190568732; 21834149500; 7005207257; 37102560500; 55665446900,Chromatin dynamics during epigenetic reprogramming in the mouse germ line,2008,Nature,452,7189,,877,881,4,517,10.1038/nature06714,https://www.scopus.com/inward/record.uri?eid=2-s2.0-42249094716&doi=10.1038%2fnature06714&partnerID=40&md5=8c8a78f2996062e75b0296e160c7a509,280836,,NATUA,18354397,Article,Final,All Open Access; Green Open Access,Scopus,2-s2.0-42249094716,,Nature (London),0028-0836,1476-4687,1987,(blank),Journal,Nature Journals Online,SpringerNature,https://dev.springernature.com/,
18216783,Cell cycle control of centromeric repeat transcription and heterochromatin assembly,"Chen ES, Zhang K, Nicolas E, Cam HP, Zofall M, Grewal SI.",Nature. 2008 Feb 7;451(7179):734-7. doi: 10.1038/nature06561. Epub 2008 Jan 23.,Chen ES,Nature,2008,1/25/08,,,10.1038/nature06561,,Chen E.S.; Zhang K.; Nicolas E.; Cam H.P.; Zofall M.; Grewal S.I.S.,"Chen, Ee Sin (7402315749); Zhang, Ke (8685813400); Nicolas, Estelle (7005638669); Cam, Hugh P. (8878135500); Zofall, Martin (8878135700); Grewal, Shiv I. S. (7102268888)",7402315749; 8685813400; 7005638669; 8878135500; 8878135700; 7102268888,Cell cycle control of centromeric repeat transcription and heterochromatin assembly,2008,Nature,451,7179,,734,737,3,285,10.1038/nature06561,https://www.scopus.com/inward/record.uri?eid=2-s2.0-38949208022&doi=10.1038%2fnature06561&partnerID=40&md5=24c40c42d145b766ca2d6e263b6dd186,280836,,NATUA,18216783,Article,Final,,Scopus,2-s2.0-38949208022,,Nature (London),0028-0836,1476-4687,1987,(blank),Journal,Nature Journals Online,SpringerNature,https://dev.springernature.com/,
31086247,The facial dysmorphology analysis technology in intellectual disability syndromes related to defects in the histones modifiers,"Pascolini G, Fleischer N, Ferraris A, Majore S, Grammatico P.",J Hum Genet. 2019 Aug;64(8):721-728. doi: 10.1038/s10038-019-0598-0. Epub 2019 May 13.,Pascolini G,J Hum Genet,2019,5/16/19,,,10.1038/s10038-019-0598-0,,Pascolini G.; Fleischer N.; Ferraris A.; Majore S.; Grammatico P.,"Pascolini, Giulia (55858696900); Fleischer, Nicole (57200223295); Ferraris, Alessandro (7006813468); Majore, Silvia (7801635247); Grammatico, Paola (7003549069)",55858696900; 57200223295; 7006813468; 7801635247; 7003549069,The facial dysmorphology analysis technology in intellectual disability syndromes related to defects in the histones modifiers,2019,Journal of Human Genetics,64,8,,721,728,7,4,10.1038/s10038-019-0598-0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065660559&doi=10.1038%2fs10038-019-0598-0&partnerID=40&md5=84421e555ccb1f8bb61da912f7b40bec,14345161,,JHGEF,31086247,Article,Final,,Scopus,2-s2.0-85065660559,,Journal of human genetics,1434-5161,1435-232X,1998,(blank),Journal,Nature Journals Online,SpringerNature,https://dev.springernature.com/,
21321605,Cancer epigenetics: linking basic biology to clinical medicine,"Tsai HC, Baylin SB.",Cell Res. 2011 Mar;21(3):502-17. doi: 10.1038/cr.2011.24. Epub 2011 Feb 15.,Tsai HC,Cell Res,2011,2/16/11,PMC3193419,,10.1038/cr.2011.24,,Tsai H.-C.; Baylin S.B.,"Tsai, Hsing-Chen (55765000786); Baylin, Stephen B. (7101927923)",55765000786; 7101927923,Cancer epigenetics: Linking basic biology to clinical medicine,2011,Cell Research,21,3,,502,517,15,229,10.1038/cr.2011.24,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952532412&doi=10.1038%2fcr.2011.24&partnerID=40&md5=8064fd44349010a8dca10666d24b8338,17487838,,,21321605,Review,Final,All Open Access; Bronze Open Access; Green Open Access,Scopus,2-s2.0-79952532412,,Cell research,1001-0602,1748-7838,3/1/90,(blank),Journal,Nature Journals Online,SpringerNature,https://dev.springernature.com/,
21358755,"ATP-dependent chromatin remodeling: genetics, genomics and mechanisms","Hargreaves DC, Crabtree GR.",Cell Res. 2011 Mar;21(3):396-420. doi: 10.1038/cr.2011.32. Epub 2011 Mar 1.,Hargreaves DC,Cell Res,2011,3/2/11,PMC3110148,NIHMS296957,10.1038/cr.2011.32,,Hargreaves D.C.; Crabtree G.R.,"Hargreaves, Diana C. (7006511774); Crabtree, Gerald R. (7101694789)",7006511774; 7101694789,"ATP-dependent chromatin remodeling: Genetics, genomics and mechanisms",2011,Cell Research,21,3,,396,420,24,620,10.1038/cr.2011.32,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952539053&doi=10.1038%2fcr.2011.32&partnerID=40&md5=d751df7a5db1212d4c0fe85714c39146,17487838,,,21358755,Article,Final,All Open Access; Bronze Open Access; Green Open Access,Scopus,2-s2.0-79952539053,,Cell research,1001-0602,1748-7838,3/1/90,(blank),Journal,Nature Journals Online,SpringerNature,https://dev.springernature.com/,
21445097,Host-viral effects of chromatin assembly factor 1 interaction with HCMV IE2,"Lee SB, Lee CF, Ou DS, Dulal K, Chang LH, Ma CH, Huang CF, Zhu H, Lin YS, Juan LJ.",Cell Res. 2011 Aug;21(8):1230-47. doi: 10.1038/cr.2011.53. Epub 2011 Mar 29.,Lee SB,Cell Res,2011,3/30/11,PMC3193474,,10.1038/cr.2011.53,,Lee S.-B.; Lee C.-F.; Ou D.S.-C.; Dulal K.; Chang L.-H.; Ma C.-H.; Huang C.-F.; Zhu H.; Lin Y.-S.; Juan L.-J.,"Lee, Sung-Bau (26666778500); Lee, Chung-Fan (26666779400); Ou, Derick S.-C. (26667042000); Dulal, Kalpana (8835846500); Chang, Liang-Hao (36479916600); Ma, Chen-Han (48261312100); Huang, Chien-Fu (57155120400); Zhu, Hua (56680387700); Lin, Young-Sun (7406583680); Juan, Li-Jung (7003581938)",26666778500; 26666779400; 26667042000; 8835846500; 36479916600; 48261312100; 57155120400; 56680387700; 7406583680; 7003581938,Host-viral effects of chromatin assembly factor 1 interaction with HCMV IE2,2011,Cell Research,21,8,,1230,1247,17,12,10.1038/cr.2011.53,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79961207558&doi=10.1038%2fcr.2011.53&partnerID=40&md5=84756a8439aa9907061d62ee27a838fc,17487838,,,21445097,Article,Final,All Open Access; Bronze Open Access; Green Open Access,Scopus,2-s2.0-79961207558,,Cell research,1001-0602,1748-7838,3/1/90,(blank),Journal,Nature Journals Online,SpringerNature,https://dev.springernature.com/,
21467995,Xbp1-mediated histone H4 deacetylation contributes to DNA double-strand break repair in yeast,"Tao R, Chen H, Gao C, Xue P, Yang F, Han JD, Zhou B, Chen YG.",Cell Res. 2011 Nov;21(11):1619-33. doi: 10.1038/cr.2011.58. Epub 2011 Apr 5.,Tao R,Cell Res,2011,4/7/11,PMC3364731,,10.1038/cr.2011.58,,Tao R.; Chen H.; Gao C.; Xue P.; Yang F.; Han J.-D.J.; Zhou B.; Chen Y.-G.,"Tao, Ran (57217605931); Chen, Hua (55743097500); Gao, Chan (8512015100); Xue, Peng (23977182400); Yang, Fuquan (7403449964); Han, Jing-Dong J. (55277815700); Zhou, Bing (56583154000); Chen, Ye-Guang (55972143800)",57217605931; 55743097500; 8512015100; 23977182400; 7403449964; 55277815700; 56583154000; 55972143800,Xbp1-mediated histone H4 deacetylation contributes to DNA double-strand break repair in yeast,2011,Cell Research,21,11,,1619,1633,14,20,10.1038/cr.2011.58,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80555126851&doi=10.1038%2fcr.2011.58&partnerID=40&md5=e1251d52d5c73df8f63dc51aa5f0a1d5,17487838,,,21467995,Article,Final,All Open Access; Bronze Open Access; Green Open Access,Scopus,2-s2.0-80555126851,,Cell research,1001-0602,1748-7838,3/1/90,(blank),Journal,Nature Journals Online,SpringerNature,https://dev.springernature.com/,
27841873,DNMT3A mutations promote anthracycline resistance in acute myeloid leukemia via impaired nucleosome remodeling,"Guryanova OA, Shank K, Spitzer B, Luciani L, Koche RP, Garrett-Bakelman FE, Ganzel C, Durham BH, Mohanty A, Hoermann G, Rivera SA, Chramiec AG, Pronier E, Bastian L, Keller MD, Tovbin D, Loizou E, Weinstein AR, Gonzalez AR, Lieu YK, Rowe JM, Pastore F, McKenney AS, Krivtsov AV, Sperr WR, Cross JR, Mason CE, Tallman MS, Arcila ME, Abdel-Wahab O, Armstrong SA, Kubicek S, Staber PB, Gönen M, Paietta EM, Melnick AM, Nimer SD, Mukherjee S, Levine RL.",Nat Med. 2016 Dec;22(12):1488-1495. doi: 10.1038/nm.4210. Epub 2016 Nov 14.,Guryanova OA,Nat Med,2016,11/15/16,PMC5359771,NIHMS849092,10.1038/nm.4210,,Guryanova O.A.; Shank K.; Spitzer B.; Luciani L.; Koche R.P.; Garrett-Bakelman F.E.; Ganzel C.; Durham B.H.; Mohanty A.; Hoermann G.; Rivera S.A.; Chramiec A.G.; Pronier E.; Bastian L.; Keller M.D.; Tovbin D.; Loizou E.; Weinstein A.R.; Gonzalez A.R.; Lieu Y.K.; Rowe J.M.; Pastore F.; McKenney A.S.; Krivtsov A.V.; Sperr W.R.; Cross J.R.; Mason C.E.; Tallman M.S.; Arcila M.E.; Abdel-Wahab O.; Armstrong S.A.; Kubicek S.; Staber P.B.; Gönen M.; Paietta E.M.; Melnick A.M.; Nimer S.D.; Mukherjee S.; Levine R.L.,"Guryanova, Olga A. (9234140900); Shank, Kaitlyn (56096218100); Spitzer, Barbara (6602490114); Luciani, Luisa (37112739700); Koche, Richard P. (18233376600); Garrett-Bakelman, Francine E. (55317805900); Ganzel, Chezi (38662643300); Durham, Benjamin H. (56481269400); Mohanty, Abhinita (57191897918); Hoermann, Gregor (23987679200); Rivera, Sharon A. (57078094600); Chramiec, Alan G. (56943480700); Pronier, Elodie (36515396700); Bastian, Lennart (57078228900); Keller, Matthew D. (56097045200); Tovbin, Daniel (57078690900); Loizou, Evangelia (55419008000); Weinstein, Abby R. (57077830800); Gonzalez, Adriana Rodriguez (57191958585); Lieu, Yen K. (6602456015); Rowe, Jacob M. (55347951100); Pastore, Friederike (56097660500); McKenney, Anna Sophia (55553710600); Krivtsov, Andrei V. (7003304472); Sperr, Wolfgang R. (35419480500); Cross, Justin R. (26639250300); Mason, Christopher E. (7202125538); Tallman, Martin S. (7006159643); Arcila, Maria E. (6603171437); Abdel-Wahab, Omar (6506638644); Armstrong, Scott A. (7202332693); Kubicek, Stefan (8068043100); Staber, Philipp B. (9280115300); Gönen, Mithat (7003560941); Paietta, Elisabeth M. (7004993241); Melnick, Ari M. (7004323589); Nimer, Stephen D. (7006732073); Mukherjee, Siddhartha (57210510268); Levine, Ross L. (55187363200)",9234140900; 56096218100; 6602490114; 37112739700; 18233376600; 55317805900; 38662643300; 56481269400; 57191897918; 23987679200; 57078094600; 56943480700; 36515396700; 57078228900; 56097045200; 57078690900; 55419008000; 57077830800; 57191958585; 6602456015; 55347951100; 56097660500; 55553710600; 7003304472; 35419480500; 26639250300; 7202125538; 7006159643; 6603171437; 6506638644; 7202332693; 8068043100; 9280115300; 7003560941; 7004993241; 7004323589; 7006732073; 57210510268; 55187363200,DNMT3A mutations promote anthracycline resistance in acute myeloid leukemia via impaired nucleosome remodeling,2016,Nature Medicine,22,12,,1488,1495,7,168,10.1038/nm.4210,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995487964&doi=10.1038%2fnm.4210&partnerID=40&md5=613f808bdaa0d8876323d9591cbf7287,10788956,,NAMEF,27841873,Article,Final,All Open Access; Green Open Access,Scopus,2-s2.0-84995487964,,Nature medicine,1078-8956,1546-170X,1/1/95,(blank),Journal,Nature Journals Online,SpringerNature,https://dev.springernature.com/,
29350283,Epigenetic regulation of neuroblastoma development,"Durinck K, Speleman F.",Cell Tissue Res. 2018 May;372(2):309-324. doi: 10.1007/s00441-017-2773-y. Epub 2018 Jan 19.,Durinck K,Cell Tissue Res,2018,1/20/18,,,10.1007/s00441-017-2773-y,,Durinck K.; Speleman F.,"Durinck, Kaat (55629931800); Speleman, Frank (35462081100)",55629931800; 35462081100,Epigenetic regulation of neuroblastoma development,2018,Cell and Tissue Research,372,2,,309,324,15,31,10.1007/s00441-017-2773-y,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040666667&doi=10.1007%2fs00441-017-2773-y&partnerID=40&md5=fd8c09866cf1ff1acd3f2a368fd71d2c,0302766X,,CTSRC,29350283,Review,Final,,Scopus,2-s2.0-85040666667,,Cell and tissue research,0302-766X,1432-0878,1/1/97,(blank),Journal,SpringerLink Contemporary,SpringerNature,https://dev.springernature.com/,
29459768,Oncoprotein Tudor-SN is a key determinant providing survival advantage under DNA damaging stress,"Fu X, Zhang C, Meng H, Zhang K, Shi L, Cao C, Wang Y, Su C, Xin L, Ren Y, Zhang W, Sun X, Ge L, Silvennoinen O, Yao Z, Yang X, Yang J.",Cell Death Differ. 2018 Sep;25(9):1625-1637. doi: 10.1038/s41418-018-0068-9. Epub 2018 Feb 19.,Fu X,Cell Death Differ,2018,2/21/18,PMC6143532,,10.1038/s41418-018-0068-9,,Fu X.; Zhang C.; Meng H.; Zhang K.; Shi L.; Cao C.; Wang Y.; Su C.; Xin L.; Ren Y.; Zhang W.; Sun X.; Ge L.; Silvennoinen O.; Yao Z.; Yang X.; Yang J.,"Fu, Xiao (37070617500); Zhang, Chunyan (56553484500); Meng, Hao (57207147084); Zhang, Kai (57203456569); Shi, Lei (56313108100); Cao, Cheng (57193807268); Wang, Ye (57200692247); Su, Chao (36673965600); Xin, Lingbiao (56085470100); Ren, Yuanyuan (56553623000); Zhang, Wei (57275986400); Sun, Xiaoming (55727895300); Ge, Lin (36672834600); Silvennoinen, Olli (7005900407); Yao, Zhi (7401468177); Yang, Xi (7406502730); Yang, Jie (57218299504)",37070617500; 56553484500; 57207147084; 57203456569; 56313108100; 57193807268; 57200692247; 36673965600; 56085470100; 56553623000; 57275986400; 55727895300; 36672834600; 7005900407; 7401468177; 7406502730; 57218299504,Oncoprotein Tudor-SN is a key determinant providing survival advantage under DNA damaging stress,2018,Cell Death and Differentiation,25,9,,1625,1637,12,16,10.1038/s41418-018-0068-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042199651&doi=10.1038%2fs41418-018-0068-9&partnerID=40&md5=bc1a824e15d61dc2ef09a51196ce4867,13509047,,CDDIE,29459768,Article,Final,All Open Access; Bronze Open Access; Green Open Access,Scopus,2-s2.0-85042199651,,Cell death and differentiation,1350-9047,1476-5403,1/1/97,(blank),Journal,Nature Journals Online,SpringerNature,https://dev.springernature.com/,
30066088,"ENL: structure, function, and roles in hematopoiesis and acute myeloid leukemia","Zhou J, Ng Y, Chng WJ.",Cell Mol Life Sci. 2018 Nov;75(21):3931-3941. doi: 10.1007/s00018-018-2895-8. Epub 2018 Jul 31.,Zhou J,Cell Mol Life Sci,2018,8/2/18,,,10.1007/s00018-018-2895-8,,Zhou J.; Ng Y.; Chng W.-J.,"Zhou, Jianbiao (7405551697); Ng, Yvonne (57202028814); Chng, Wee-Joo (8717348700)",7405551697; 57202028814; 8717348700,"ENL: structure, function, and roles in hematopoiesis and acute myeloid leukemia",2018,Cellular and Molecular Life Sciences,75,21,,3931,3941,10,9,10.1007/s00018-018-2895-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052066482&doi=10.1007%2fs00018-018-2895-8&partnerID=40&md5=bef88fe5b06116e3f4cacef1a654e26e,1420682X,,CMLSF,30066088,Review,Final,,Scopus,2-s2.0-85052066482,,Cellular and molecular life sciences : CMLS,1420-682X,1420-9071,1/1/97,(blank),Journal,SpringerLink Contemporary,SpringerNature,https://dev.springernature.com/,
29170789,CREBBP and p300 lysine acetyl transferases in the DNA damage response,"Dutto I, Scalera C, Prosperi E.",Cell Mol Life Sci. 2018 Apr;75(8):1325-1338. doi: 10.1007/s00018-017-2717-4. Epub 2017 Nov 23.,Dutto I,Cell Mol Life Sci,2018,11/25/17,,,10.1007/s00018-017-2717-4,,Dutto I.; Scalera C.; Prosperi E.,"Dutto, Ilaria (56267539100); Scalera, Claudia (55757320300); Prosperi, Ennio (7005246995)",56267539100; 55757320300; 7005246995,CREBBP and p300 lysine acetyl transferases in the DNA damage response,2018,Cellular and Molecular Life Sciences,75,8,,1325,1338,13,60,10.1007/s00018-017-2717-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034743871&doi=10.1007%2fs00018-017-2717-4&partnerID=40&md5=c85ffee9ee8419384866fbaf27356530,1420682X,,CMLSF,29170789,Review,Final,,Scopus,2-s2.0-85034743871,,Cellular and molecular life sciences : CMLS,1420-682X,1420-9071,1/1/97,(blank),Journal,SpringerLink Contemporary,SpringerNature,https://dev.springernature.com/,
