,word,count
7658,ataxia related telangiectasia,1
7659,ataxia mutate teleangiectasia,1
7660,ataxia ataxia mutate telangiectasia telangiectasia,1
7661,atarp9,1
7662,atarp8,1
7663,at5g50320,1
7664,at5g09,1
7665,at3g54610,1
7666,at3g13920,1
7667,at1r,1
7668,at sca10,1
7669,at related,1
7670,at nrp2,1
7671,at nrp1 recombinant,1
7672,at nrp1,1
7673,at k16,1
7674,at hook,1
7675,ast b,1
7676,ast,1
7677,associate protein sglt1,1
7678,associate protein set1,1
7679,associate protein rad26,1
7680,associate p46 protein retinoblastoma,1
7681,associate metastasis mta2 protein,1
7682,associate map microtubule protein,1
7683,associate leukemia zinc,1
7684,associate leukemia myeloid oncoprotein set,1
7685,associate hsf1 protein regulatory,1
7686,associate hormone protein thyroid,1
7687,associate heterochromatin histone variant,1
7688,associate helicase sant,1
7689,associate hdac2 protein rbap48,1
7690,associate hdac protein,1
7691,associate hdac polypeptid,1
7692,associate h2a mammalian protein z,1
7693,associate gene metasis protein,1
7694,associate factor32 tbp,1
7695,associate factor tata,1
7696,associate factor nucleolin,1
7697,associate erg protein,1
7698,associate erg histone methyltransferase,1
7699,associate emerin lamina man1 polypeptid,1
7700,associate domain protein transcription transformation,1
7701,associate domain erg eset homolog protein set,1
7702,associate death kinase protein,1
7703,associate deacetylase factorsdnase hypersenhistone i sitebrg1,1
7704,associate daxx death domain protein,1
7705,associate chaperon iswus,1
7706,associate cbp factor,1
7707,associate bromo domain homology,1
7708,associate brmbrg1 protein,1
7709,associate brg1 factor polybromo,1
7710,associate brg1 chromatin complex factor remodeling,1
7711,associate brg1 brm factor,1
7712,associate brg factorsbrm1,1
7713,associate bbafunknownhrsc pbafbrg1brg1 protein,1
7714,associate associate brg1 factor polybromo,1
7715,assembly nucleosome protein yeast,1
7716,assembly factor i,1
7717,assembly chromatin factor i,1
7718,assembly chromatin factor hira,1
7719,assembly atp chromatin dependant factor remodeling,1
7720,ask,1
7721,asip gene,1
7722,ash2,1
7723,ash1l,1
7724,ash1deltan,1
7725,ash1 set,1
7726,ash1 ash1deltan derivative recombinant,1
7727,asf1um human,1
7728,asf1um hc,1
7729,asf1t106,1
7730,asf1b hc,1
7731,asf1b,1
7732,asf1asf1um b,1
7733,asf1 yeast,1
7734,asf1 human,1
7735,asf1 hc,1
7736,asf1 h3k56,1
7737,asf1 h3,1
7738,asf1 chaperon histone,1
7739,ascom complex,1
7740,asc2 prip,1
7741,asc2 mll,1
7742,asc protein,1
7743,as1411,1
7744,as1 fas,1
7745,as1,1
7746,as catenin,1
7747,as c nre pgl3,1
7748,as,1
7749,artuins,1
7750,artemis,1
7751,artds,1
7752,artd1,1
7753,art,1
7754,ars1,1
7755,arrowhead,1
7756,arrow red,1
7757,arrganarb,1
7758,arpns,1
7759,arpnalpha human,1
7760,arpnalpha full length,1
7761,arpnalpha beta mouse,1
7762,arpnalpha beta,1
7763,arpfissman homologarp4arp42,1
7764,arp9swus fermentablesnf2arp7 non snfswitch sucrose,1
7765,arp9p,1
7766,arp9nua4nucleosome,1
7767,arp9actin,1
7768,arp8swus,1
7769,arp880,1
7770,arp7p,1
7771,arp7af53um barp5arp5arp5arp5arp6arp6arp6arp6arp7arp8arp8arp9arp8arp9arp9,1
7772,arp6sth1arp7,1
7773,arp6arp6actin protein related,1
7774,arp6 subfamily,1
7775,arp6 member subfamily,1
7776,arp6,1
7777,arp5p,1
7778,arp5 yeast,1
7779,arp5,1
7780,arp4baf53abap55baf53aarp4actinrvb1,1
7781,arp42,1
7782,arp4 sc,1
7783,arp4 member subfamily,1
7784,arp11,1
7785,arp family,1
7786,aroma cenp,1
7787,arnt sim,1
7788,arnt domain homology per sim,1
7789,arnt,1
7790,armadillo protein,1
7791,arid2component baf200,1
7792,arid2af,1
7793,arid1um protein,1
7794,arid1b,1
7795,arid1acon dna200npf250,1
7796,arid domain protein,1
7797,argonaute protein,1
7798,argonaute piwi,1
7799,arginus h3 histone,1
7800,arginase,1
7801,arg methyltransferase protein,1
7802,arg c endoproteinase,1
7803,archeal histone rhmfb,1
7804,archeal histone hmfum,1
7805,archeal dimer histone,1
7806,archeal core histone,1
7807,arc drip nuclear receptor trap,1
7808,arb,1
7809,arabidopsis pp2a,1
7810,arabidopsis enzyme pp2a,1
7811,arabidopsis at nrp1,1
7812,ara70 protein,1
7813,ara70,1
7814,ar interact protein,1
7815,ar dbd recombinant,1
7816,aptide cenp,1
7817,aprotinin,1
7818,aprataxin factor like pnk,1
7819,approve nap1l4 symbol,1
7820,appl2 heterotetramer,1
7821,appl2 dimer,1
7822,appl1 reptin,1
7823,appl1 dimer,1
7824,apoptosis factor induce,1
7825,apoptosis associate like protein speck,1
7826,apoe2,1
7827,apoe,1
7828,ap2alpha,1
7829,ap1,1
7830,ap hdacffe,1
7831,ap e6,1
7832,ap con,1
7833,ap,1
7834,aos1 uba2,1
7835,aor1swc7um proteinswc3 swc1swc5,1
7836,aor1 swc6,1
7837,aocuc cenp,1
7838,antigenchromatin cell nuclear proliferate,1
7839,antigen prostate specific,1
7840,antigen p24,1
7841,antigen human leucocyte,1
7842,antigen group specific,1
7843,antigen dr human leucocyte,1
7844,antibody t7,1
7845,antibody spt16,1
7846,antibody specific,1
7847,antibody polyclonal xnap1l,1
7848,antibody pftfiie,1
7849,antibody pftbp,1
7850,antibody p53,1
7851,antibody np,1
7852,antibody monoclonal sparc specific,1
7853,antibody monoclonal satb1 spcific,1
7854,antibody ltdtip49,1
7855,antibody kh95,1
7856,antibody ip,1
7857,antibody htbp,1
7858,antibody hp1,1
7859,antibody histone methylation,1
7860,antibody histone,1
7861,antibody h4 histone,1
7862,antibody h4,1
7863,antibody h3 specific,1
7864,antibody h3 lys9 methyl,1
7865,antibody h3,1
7866,antibody h14,1
7867,antibody gamma tubulin,1
7868,antibody flag,1
7869,antibody e2f1,1
7870,antibody donkey sparc specific,1
7871,antibody dnmt3b,1
7872,antibody ber protein,1
7873,antibody baf l,1
7874,antibody,1
7875,anti wdr5,1
7876,anti uhrf1,1
7877,anti tubulin,1
7878,anti tnfr2,1
7879,anti tip60,1
7880,anti tfiib,1
7881,anti sp1,1
7882,anti sir3,1
7883,anti par,1
7884,anti p65,1
7885,anti p52,1
7886,anti p300,1
7887,anti nf y,1
7888,anti nap1l4,1
7889,anti mst77f,1
7890,anti mi2,1
7891,anti mab mouse picot,1
7892,anti kdm3um,1
7893,anti ii polymerase rna,1
7894,anti igg,1
7895,anti i nap,1
7896,anti hsp70,1
7897,anti his6 tag,1
7898,anti hdac2,1
7899,anti hbrg1,1
7900,anti harp5 p,1
7901,anti ha shl,1
7902,anti ha monoclonal,1
7903,anti h4k12ac histone,1
7904,anti h3k4me3 rech,1
7905,anti h3k4me3,1
7906,anti h3k4 trimethyl,1
7907,anti h3k4 i trimethyl,1
7908,anti h3 histone total,1
7909,anti h2ax phospho,1
7910,anti h1foo,1
7911,anti grp78,1
7912,anti geminin rabbit,1
7913,anti gapdh,1
7914,anti g h3k27 trimethyl,1
7915,anti flag g protein,1
7916,anti erk,1
7917,anti erbeta,1
7918,anti eed plon rabbit,1
7919,anti ebs flag,1
7920,anti e h3k4 trimethyl,1
7921,anti dimethyl h3k9 j,1
7922,anti dimethyl h3k9,1
7923,anti dimethyl h3 k4,1
7924,anti dimethyl f h3k9,1
7925,anti digoxigeninitc,1
7926,anti ct protalpha,1
7927,anti csf1,1
7928,anti ciita,1
7929,anti chd1,1
7930,anti cd45,1
7931,anti cd3,1
7932,anti cd24,1
7933,anti brdu,1
7934,anti beta ialpha taf,1
7935,anti ash2,1
7936,anti antibody v5,1
7937,anti antibody uhrf1,1
7938,anti antibody tubulin,1
7939,anti antibody tip60,1
7940,anti antibody sir2,1
7941,anti antibody set,1
7942,anti antibody pftfiie,1
7943,anti antibody pftbp,1
7944,anti antibody parp,1
7945,anti antibody p300,1
7946,anti antibody p150,1
7947,anti antibody nf yb,1
7948,anti antibody mta1,1
7949,anti antibody monoclonal myc,1
7950,anti antibody mll2,1
7951,anti antibody mcm7,1
7952,anti antibody lysine methyl pan,1
7953,anti antibody ikkgamma,1
7954,anti antibody ikappabalpha phospho,1
7955,anti antibody igg rabbit,1
7956,anti antibody hp1alpha,1
7957,anti antibody his tag,1
7958,anti antibody hdac2,1
7959,anti antibody harp8,1
7960,anti antibody h4k12ac histone,1
7961,anti antibody h4 panacetyl,1
7962,anti antibody h4 histone,1
7963,anti antibody h4,1
7964,anti antibody h3k9me3,1
7965,anti antibody h3k4me3,1
7966,anti antibody h3 histone,1
7967,anti antibody h1o monoclonal,1
7968,anti antibody gst,1
7969,anti antibody gr,1
7970,anti antibody goat mouse,1
7971,anti antibody gfp monoclonal,1
7972,anti antibody gag rabbit,1
7973,anti antibody g12v specific,1
7974,anti antibody g12v peptid,1
7975,anti antibody flag mouse,1
7976,anti antibody flag monoclonal,1
7977,anti antibody flag m2,1
7978,anti antibody enp polyclonal,1
7979,anti antibody dnmt3b peptid,1
7980,anti antibody dig,1
7981,anti antibody chicken hat1 hat1,1
7982,anti antibody cenh3,1
7983,anti antibody cd44,1
7984,anti antibody cd28,1
7985,anti antibody cd14 human monoclonal mouse,1
7986,anti antibody caf1,1
7987,anti antibody caf,1
7988,anti antibody beta guinea integrin pig,1
7989,anti antibody baf170,1
7990,anti antibody b flag,1
7991,anti antibody arp5 pal,1
7992,anp32um antibody b,1
7993,anp32e mammalian,1
7994,anp32b full length,1
7995,anp32b anti antibody polyclonal,1
7996,anp protein,1
7997,annexin binding region v,1
7998,annexin,1
7999,anin v,1
8000,angiotenin1 receptor,1
8001,androgen ar receptor,1
8002,androgen,1
8003,an h3 helix,1
8004,an cenp,1
8005,amyloid precursor protein,1
8006,amyloid beta,1
8007,amyloid,1
8008,amv reverse transcriptase,1
8009,ampk1,1
8010,ampa receptor,1
8011,ampa r1,1
8012,amp binding cyclic element protein response,1
8013,amon her2,1
8014,aml37,1
8015,aml25,1
8016,aml24,1
8017,aml1r,1
8018,aml1b,1
8019,aml11,1
8020,aml1 runx1,1
8021,aminotransferase rat tyrosine,1
8022,amino histone terminus,1
8023,amino histone terminal,1
8024,amine lsd1 oxidase,1
8025,amine family oxidase,1
8026,amine domain oxidase,1
8027,ami,1
8028,altuccus,1
8029,alr1 swc5,1
8030,alphat globin,1
8031,alphan helix mutant,1
8032,alphan,1
8033,alphamyc,1
8034,alphabeta proteasomal subunit,1
8035,alphabeta cell receptor t tcr,1
8036,alpha3,1
8037,alpha2,1
8038,alpha1 beta1 trs,1
8039,alpha1 alpha2 h3,1
8040,alpha yemanuclein,1
8041,alpha snf2p,1
8042,alpha snf1p,1
8043,alpha sma,1
8044,alpha prothymosin,1
8045,alpha pol,1
8046,alpha pmsk1,1
8047,alpha myc,1
8048,alpha msh,1
8049,alpha link mental retardation thalassemia x,1
8050,alpha lactalbumen,1
8051,alpha kg,1
8052,alpha ino80p,1
8053,alpha human satellite sequence,1
8054,alpha hif1,1
8055,alpha helixezh2,1
8056,alpha h4p,1
8057,alpha h3s10p,1
8058,alpha h3p,1
8059,alpha h3 t11ph,1
8060,alpha h3 s10ph,1
8061,alpha h3 nfact,1
8062,alpha h,1
8063,alpha g tnf,1
8064,alpha em,1
8065,alpha dehydrogenase ketoglutarate,1
8066,alpha dctp p,1
8067,alpha crystallin,1
8068,alpha c sma,1
8069,alpha c,1
8070,alpha beta isoform tr,1
8071,alpha b tnf,1
8072,alpha b hp1,1
8073,alpha atrx link mental retardation syndrome thalassemia x,1
8074,alpha ateed h2a,1
8075,alpha alphadnum dna polymerase polymerase,1
8076,alpha alphadeltac3 beta,1
8077,alp5arp4,1
8078,alp isozyme,1
8079,alp b k l,1
8080,allel ig,1
8081,allel h3,1
8082,allel h2b,1
8083,allantoin racemase,1
8084,allantoin permease,1
8085,allantoate permease,1
8086,alkaline avidin phosphatase,1
8087,alfa tubulin,1
8088,alfa human satellite,1
8089,alfa estrogen receptor,1
8090,alfa e2 receptor,1
8091,alfa chain heavy myosin,1
8092,alfa beta crystallin,1
8093,alex biotin g4 streptavidin,1
8094,aldosterone angiotensin renin,1
8095,aldh1 cd133,1
8096,aldh1,1
8097,aldh,1
8098,aldehyde dehydrogenase,1
8099,alcohol dehydrogenase,1
8100,alc1,1
8101,albumen bovine serum,1
8102,albumen,1
8103,alanine h3 mutant,1
8104,alanine h3 histone mutant tandem,1
8105,aktmarid1um,1
8106,akt1,1
8107,akt phoso,1
8108,akt pdgfra pi3k,1
8109,akt mor pi3k,1
8110,akt kinase serine threonine,1
8111,akt k pi3,1
8112,akt c srcpi3k,1
8113,aitc,1
8114,aire swi,1
8115,aipp1 asi1 edm2,1
8116,aiolos,1
8117,aim2,1
8118,aif,1
8119,aib1,1
8120,ai promoter,1
8121,ai,1
8122,ahr protein,1
8123,ahr,1
8124,aha,1
8125,ago1 complex contain,1
8126,ago1 argonaute fission protein yeast,1
8127,ago piwi,1
8128,ago argonaute i,1
8129,agnor,1
8130,agl15,1
8131,aggrecan,1
8132,agap cenp,1
8133,afgap cenp,1
8134,affinity protalpha protein,1
8135,af10 mll,1
8136,af,1
8137,advanced end glycation product receptor,1
8138,adult beta gene globin,1
8139,adrenocorticotropic hormone,1
8140,adrenoceptor alpha,1
8141,adprcs,1
8142,adp ribosyl transferase,1
8143,adp protein,1
8144,adp poly r ribose,1
8145,adp pig,1
8146,adp mono ribosyl transferase,1
8147,adp cyclase ribosyl,1
8148,adp befx,1
8149,ado gcn5p saccharomyces,1
8150,adml box e,1
8151,adipoq,1
8152,adhesion endothelial leucocyte molecule,1
8153,adhesion cell molecule neural,1
8154,adh adult enhancer,1
8155,adh,1
8156,adeus,1
8157,adenylil be cyclaseyclic,1
8158,adenovirus e1a oncoprotein,1
8159,adenoviral e1a oncoprotein,1
8160,adenosyltransferase methionin,1
8161,adenosylmethionine dependant domain methyltransferase s,1
8162,adenosylhomocysteine hydrolase sah,1
8163,adenosylhomocysteinase,1
8164,adenosyl s,1
8165,adenosyl methionin transferase,1
8166,adenosine deaminase gene,1
8167,adenomatous polyposis27,1
8168,add,1
8169,adaptin beta clathrin,1
8170,adapter complex saga,1
8171,adam,1
8172,ada3 binding domain,1
8173,ada3,1
8174,ada2p,1
8175,ada2b,1
8176,ada2alpha,1
8177,ada2 ncor swi3 tfiiib,1
8178,ada2 like protein,1
8179,ada2 domain like,1
8180,ada2 domain,1
8181,ada1p taf12p,1
8182,ada1,1
8183,ad atrx,1
8184,acy,1
8185,acute myelo,1
8186,actr src,1
8187,actr human,1
8188,actr construct,1
8189,actor chromosome tality,1
8190,actl6aactin baf270 baf53 baf57 mobility protein53 related smarce1high,1
8191,activity dependant neuroprotective protein,1
8192,activatorsbaf homeodomain l transcription,1
8193,activator signal transcription transducer,1
8194,activator sequence specific,1
8195,activator plasminogen urokinase,1
8196,activator hormone thyroid,1
8197,activator eleven protein ten translocation,1
8198,activator dna glycosylase thymine,1
8199,activator crebbp protein related snf2,1
8200,activator creb proteinsrcapbaf53um,1
8201,activator co nuclear receptor,1
8202,activator co hat,1
8203,activator co complex src,1
8204,activator cbp protein related snf2,1
8205,activator binding creb protein protein related snf2,1
8206,activation module tra1p,1
8207,activation complex creb1 transcriptional,1
8208,activation chk1,1
8209,activation caspase domain recruitment,1
8210,activate protein trans,1
8211,activate peroxisome proliferator receptor,1
8212,activate mitogen,1
8213,activate kinase protein stress,1
8214,activate kinase mitogen stress,1
8215,activate kinase mitogen nuclear,1
8216,activate kinase kinase mapk mek mitogen protein,1
8217,activate gamma peroxisome proliferator receptor,1
8218,activate enzyme or sumo ubiquitin,1
8219,activate e1 enzyme ubiquitin,1
8220,activate dna kinase protein,1
8221,activate cyclin kinase,1
8222,activate c lectin like receptor type,1
8223,activate amp kinase protein,1
8224,activa sequence specific transcriptional,1
8225,activa epitic group trithorax,1
8226,actinin alpha sarcomeric,1
8227,actinhdac210hdac6 f,1
8228,actinbrmbrms beta,1
8229,actin2pius,1
8230,actin transcript,1
8231,actin regulatory related,1
8232,actin rabbit skeletal,1
8233,actin nm1,1
8234,actin i pol,1
8235,actin human,1
8236,actin hu,1
8237,actin control gene,1
8238,actin binding tr,1
8239,actin binding protein,1
8240,actin beta nuclear,1
8241,actin beta mouse,1
8242,actin b,1
8243,actin associate b1 chromatin dependant matrix regulator related snf swi,1
8244,actin alpha rabbit,1
8245,actin ahr,1
8246,acth,1
8247,actb,1
8248,acta2,1
8249,act3p arp4 bud yeast,1
8250,acss2,1
8251,acs,1
8252,acot12,1
8253,aco1,1
8254,acly,1
8255,ack4,1
8256,ack23,1
8257,ack14k18,1
8258,acidic procyclic protein repetitive,1
8259,acidic fibrillary glial protein,1
8260,acid receptorum retinoic,1
8261,acid fatty synthase,1
8262,acid element receptor retinoic,1
8263,acid d receptorcyclin retinoic,1
8264,acid binding cellular ii protein retinoic,1
8265,acid beta receptor retinoid,1
8266,acid beta receptor retinoic,1
8267,acid atpase dependant nucleic,1
8268,acid amino like sequence snf5,1
8269,acid amino lamin sequence,1
8270,acid amino hdac5 sequence,1
8271,acid amino control general protein5 synthesis,1
8272,acid amino chd1 sequence,1
8273,acid amino baf l sequence,1
8274,acid alpha receptor retinoic,1
8275,acid all retinoic trans,1
8276,acid,1
8277,achmgb1 protein,1
8278,achmgb1,1
8279,ach4 ip,1
8280,ach4 h4,1
8281,ach4 anti h4,1
8282,ach4 anti antibody,1
8283,ach3k27,1
8284,ach3 ip,1
8285,ach3 h1,1
8286,acf1 subunit,1
8287,acf1 protein,1
8288,acf factor nucleosome remodeling,1
8289,acetyltransferasehistone deacetylaseglucocortic domainestrogen receptorhistone,1
8290,acetyltransferase sas2,1
8291,acetyltransferase p300 protein,1
8292,acetyltransferase n,1
8293,acetyltransferase myst,1
8294,acetyltransferase histone tip60,1
8295,acetyltransferase histone subunit,1
8296,acetyltransferase histone related swr1,1
8297,acetyltransferase histone r109p,1
8298,acetyltransferase histone pcaf protein,1
8299,acetyltransferase histone p300ampk snf1,1
8300,acetyltransferase histone inhibiter,1
8301,acetyltransferase hat1,1
8302,acetyltransferase h4k16 mof,1
8303,acetyltransferase gcn5p,1
8304,acetyltransferase gcn5 related,1
8305,acetyltransferase family tip60,1
8306,acetyltransferase domain myst,1
8307,acetyltransferase domain histone,1
8308,acetyltransferase deacetylase histone,1
8309,acetyltransferase de histone,1
8310,acetyltransferase coactivum histone transcriptional,1
8311,acetyltransferase cbp histone type,1
8312,acetyltransferase cbp histone,1
8313,acetyltransferase arabidopsis histone,1
8314,acetyltransfer n,1
8315,acetyltransfer lysine n,1
8316,acetyltransfer histone,1
8317,acetyltransfer,1
8318,acetyltrans ferase histone,1
8319,acetyltranferase,1
8320,acetylt histone,1
8321,acetyllysine,1
8322,acetylglucoseamine transferase,1
8323,acetylate hmgb1 protein,1
8324,acetylate h4 protein,1
8325,acetylate h3 protein,1
8326,acetylate complex h3 histone,1
8327,acetylasety,1
8328,acetylasestylase histone,1
8329,acetylase gcn5p histone,1
8330,acetylase gcn5 histone,1
8331,acetylase,1
8332,acetyl lysine transferase,1
8333,acetyl histone lysine transferase,1
8334,acetyl histone k,1
8335,acetyl h4,1
8336,acetyl gene transferase,1
8337,acetyl coa,1
8338,acetyl anti histone igg,1
8339,acetyl anti h4 histone,1
8340,acetyl anti h4,1
8341,acetyl anti h3 k9,1
8342,acetyl anti h3 histone,1
8343,acetyl anti h h3,1
8344,acetyl anti d h3,1
8345,acetyl anti antibody lysine,1
8346,acetyl anti antibody h3 specific,1
8347,acetyl anti anti h4 histone,1
8348,acety histone,1
8349,acety anti,1
8350,acety,1
8351,aceltranferace histone,1
8352,acc synthase,1
8353,acan,1
8354,academic activate alpha beta factor i i press1template taf,1
8355,academic acetyltransferase press2histone,1
8356,academic,1
8357,ac like msi1 proteinsmsi1msifve,1
8358,ac histone non tailss,1
8359,ac h4 histone,1
8360,ac h3 lys9,1
8361,ac h3,1
8362,abscisic acid insensitive3,1
8363,abs cd14,1
8364,abs anti d eed,1
8365,abs anti cy5 rabbit,1
8366,abs anti cy3 mouse,1
8367,abs anti b ha,1
8368,abs,1
8369,abra1,1
8370,abf1rad7,1
8371,abf1 factor transcription,1
8372,abf tfssnrk2,1
8373,abf protein,1
8374,abeta amyloid beta peptid,1
8375,abdf2,1
8376,abdf1,1
8377,abcg2cd gcd133,1
8378,abcababcbbcdadnum duf factor unwind,1
8379,abc,1
8380,aba abi1 insensitive1,1
8381,ab9108,1
8382,ab71833,1
8383,ab1ab1,1
8384,ab d1,1
8385,ab anti myc,1
8386,ab anti his ip tag,1
8387,ab anti hho1 ip,1
8388,aav ezh2,1
8389,aar rite,1
8390,aar d sir3n,1
8391,aar c,1
8392,aar b sir3c,1
8393,aaa atpase vcp,1
8394,a8 cenp,1
8395,a4 spcenp,1
8396,a4 histone,1
8397,a201 hla,1
8398,a2 factor heat shock transcription,1
8399,a12hmis12mis16rbap46 cenp,1
8400,a10,1
8401,a1 bf,1
8402,a1 anti antibody b1 cyclin e,1
8403,a vps75n,1
8404,a tubastatin,1
8405,a tggcn5,1
8406,a serca2b,1
8407,a protein replication,1
8408,a protein,1
8409,a protamin,1
8410,a phosphorylase,1
8411,a p300,1
8412,a nr1 ser897 subunit,1
8413,a nr1 se,1
8414,a ngfus,1
8415,a mue,1
8416,a mecp2,1
8417,a lexa,1
8418,a lamin,1
8419,a kinase protein,1
8420,a homolog mammalian sin3,1
8421,a histonep,1
8422,a histone,1
8423,a het,1
8424,a helicase rna,1
8425,a hdlp,1
8426,a hcenp,1
8427,a hat,1
8428,a h5 histone linker,1
8429,a h4 histone,1
8430,a h3k9me3,1
8431,a h3ac,1
8432,a h3,1
8433,a h2a z,1
8434,a h2a,1
8435,a h1,1
8436,a glur1 ser831 subunit,1
8437,a gene hox,1
8438,a gene histone repressor,1
8439,a family member noncanonical poly polymerase,1
8440,a d h2a variant,1
8441,a cytokine gene inflammatory pro,1
8442,a complex homeodomain like repressor,1
8443,a complex hat tetrahyum,1
8444,a collagen i type,1
8445,a coenzyme desaturase steroyl,1
8446,a chaf1 region upstream,1
8447,a centromeric h3 histone like protein,1
8448,a cenp recombinant,1
8449,a cenp oct,1
8450,a cenp nucleos,1
8451,a cenp maian,1
8452,a cenp human,1
8453,a cenp homologue,1
8454,a cenp family structure,1
8455,a cenp exchange factor remodeling specific,1
8456,a cenp domain target,1
8457,a cenp domain,1
8458,a cenp chromatin,1
8459,a cenp chaperon hjurp,1
8460,a cenp centromere protein,1
8461,a cell cycle defective histone homolog regulation,1
8462,a cdk2 cyclin,1
8463,a cd14,1
8464,a cd11b,1
8465,a c6 gene,1
8466,a c mrna serca3,1
8467,a c d gene h2a i n p,1
8468,a c cisplatin complementation ddp diaminedichloroplatinum diaminedichloroplatinum group ii ii protein,1
8469,a brg1,1
8470,a brd4,1
8471,a brca1 complex,1
8472,a brac bric broad tramtrack,1
8473,a box hmg,1
8474,a b toxin,1
8475,a b tnf,1
8476,a b mrna ppargamma,1
8477,a b human lsh promoter,1
8478,a b eosin hematoxilin,1
8479,a b domain hr,1
8480,a b class i mhc molecule related,1
8481,a b centromeric protein,1
8482,a b cenp,1
8483,a b c cenp,1
8484,a atl cenp cenp,1
8485,a assembly cenp chromatin factor specific,1
8486,a anti nap1l4,1
8487,a anti h3k4me2,1
8488,a anti cd3,1
8489,a alt,1
8490,a alpha pr,1
8491,a akap anchor kinase protein,1
8492,a aenp hcenp,1
8493,a acetyltransferase histoneshistone,1
8494,a acetyltransferase histone type,1
8495,a acetyl coenzyme,1
8496,a aar sir3n,1
8497,a a mrg15,1
8498,E dna pol,1
8499,E beta delta gamma gene globin,1
8500,9tdrd9 repeat tudor,1
8501,9h1,1
8502,9e10 anti antibody monoclonal myc,1
8503,942 a constructmkl1 crp luciferase promoter,1
8504,93um,1
8505,90 heat protein shock,1
8506,9 set7,1
8507,9 pax3,1
8508,9 mmp,1
8509,9 lysine,1
8510,9 h3 lys,1
8511,9 h3 histone lysine,1
8512,9 h3 histone k9 lysine,1
8513,9 h1,1
8514,9 deacetylase hdac histone,1
8515,9 cbl1 cipk23,1
8516,9 caspase,1
8517,9 binding pax3 site,1
8518,9 anti dimethyl lys,1
8519,9 anti anti dimethyl h3 histone lys,1
8520,9 acetyl anti lys,1
8521,9 a caspase,1
8522,9,1
8523,8atus il,1
8524,875aum 98kdum hir2 subunit,1
8525,86 heat protein shock,1
8526,85 arrest c cenp deficientmif2,1
8527,84 smad7p300,1
8528,84 hir1 yeast,1
8529,80ino80actin mutant,1
8530,80hino80actin arp4humanino80inositol mutant require,1
8531,80 inositol,1
8532,80 f4,1
8533,80 anti f4,1
8534,80 anti c f4,1
8535,8 nipp1,1
8536,8 md3 mutant,1
8537,8 m,1
8538,8 interleukin,1
8539,8 il mrna,1
8540,8 hdac6 mrna,1
8541,8 h1,1
8542,8 finger protein ring,1
8543,8 caspase,1
8544,8 acetyltransferase lysine,1
8545,7sk hexim1,1
8546,7alpha cholesterol hydroxylase,1
8547,78 g9ah3k9megrp,1
8548,75 p5,1
8549,74kdum a lamin,1
8550,73 cell cycle division,1
8551,7 suva3,1
8552,7 rnp,1
8553,7 mcm2 protein,1
8554,7 mcm2,1
8555,7 kdm2,1
8556,7 helicase mcm2,1
8557,7 h1,1
8558,7 bromodomain contain,1
8559,7 beta daf tgf,1
8560,7 bacterial halogenase tryptophan,1
8561,7 8 hdac4,1
8562,6xhis gst,1
8563,6xhis aahmgb1 c,1
8564,6v il,1
8565,6pwf id pdb,1
8566,6k b cell lymphoma,1
8567,686 mta1656 rbbp4,1
8568,68,1
8569,67 pki,1
8570,67 anti ki,1
8571,65kdum c lamin,1
8572,65kdum a b lamin,1
8573,65 rm,1
8574,62 gst smncoum,1
8575,60 tip ubc13,1
8576,6 r42me2aprmt4,1
8577,6 r3me2aprmt1,1
8578,6 onp,1
8579,6 md6,1
8580,6 interleukin,1
8581,6 il promoter,1
8582,6 human il promoter,1
8583,6 h1,1
8584,6 f il,1
8585,6 ets gene variant,1
8586,6 e il,1
8587,6 complement complementation cross deficiency excision group repair repair rodent,1
8588,6 cdk4,1
8589,6 cd31high ly,1
8590,6 b cell lymphoma,1
8591,6 atxr5,1
8592,6 arid1ail,1
8593,6 anc1 his protein,1
8594,6 anc1 his,1
8595,6 actin beta,1
8596,5um spin1,1
8597,5suv39hco 82 e ip sigcn5 smad1 smad1,1
8598,5s rdna sea urchin,1
8599,5s r,1
8600,5s gene rna,1
8601,5s fragment rdna,1
8602,5p 7 mir,1
8603,5mec,1
8604,5kdm5um fig,1
8605,5kdm fig protein,1
8606,5b lysine methyltransferase,1
8607,591 ccar2 lys,1
8608,57 baf,1
8609,55 demethylase k lysine specific,1
8610,55 ad e1b early k protein,1
8611,546 mta1464 rbbp4,1
8612,53bp1c1,1
8613,53bp1atm,1
8614,53bp1 protein,1
8615,53bp1 molecule,1
8616,53bp1 mdc1,1
8617,53bp1 human,1
8618,53bp1 gamma h2ax,1
8619,53bp1 fi,1
8620,53bp1 factor nhej,1
8621,53bp1 binding chromatin site,1
8622,52 gh5,1
8623,512b finger protein zinc,1
8624,5 setd2,1
8625,5 pax,1
8626,5 nkx2,1
8627,5 nipp1,1
8628,5 mcdg,1
8629,5 lipoxygenase,1
8630,5 ing2,1
8631,5 imeactive lox protein,1
8632,5 hs,1
8633,5 hippocampal lox protein,1
8634,5 hdac2 mrna,1
8635,5 gcn,1
8636,5 enp,1
8637,5 eneral onderepressible ontrol,1
8638,5 dna glycosylase methylcytosine,1
8639,5 cytosine methyltransferase,1
8640,5 cytokeratin,1
8641,5 cul2,1
8642,5 control general nonderepressible,1
8643,5 control general mammalian non repressible,1
8644,5 ccr3 flank region,1
8645,5 bax,1
8646,5 aza cdr,1
8647,5 arabidopsis chromdb,1
